seller_id,monthly_revenue,revenue_growth,order_volume,avg_order_value,return_rate,rating,days_active,inventory_turnover,late_ship_rate,previous_loans,platform,category,defaulted
VN00239,60834046.0,0.7326,363,347310.0,0.131,4.0,99,5.0,0.0485,4,Lazada,Electronics,0
VN00240,189391148.0,0.0118,285,138542.0,0.0539,2.7,534,12.26,0.04,4,TikTok Shop,Beauty,0
VN00241,55152324.0,0.2346,125,215704.0,0.3004,4.8,139,5.84,0.0399,0,Shopee,Fashion,0
VN00242,91692181.0,0.4242,883,190522.0,0.0578,4.6,1435,12.26,0.1585,1,Shopee,Food,0
VN00243,145945009.0,0.164,901,120893.0,0.2199,4.5,426,0.87,0.0341,2,TikTok Shop,Electronics,0
VN00244,191292915.0,0.1844,90,206953.0,0.13,4.8,1462,9.85,0.1035,0,Shopee,Food,0
VN00245,40620267.0,0.0629,1196,104197.0,0.2947,4.1,380,1.47,0.2167,3,TikTok Shop,Beauty,1
VN00246,77758939.0,0.3553,343,160845.0,0.128,4.3,1587,2.5,0.2629,3,TikTok Shop,Home,0
VN00247,69984967.0,0.7132,136,203849.0,0.2482,4.0,1554,9.95,0.0147,1,TikTok Shop,Beauty,0
VN00248,61221138.0,-0.0981,55,98354.0,0.0708,4.8,1024,4.41,0.1622,3,Shopee,Beauty,0
VN00249,375620799.0,0.818,936,274238.0,0.2047,2.9,818,3.34,0.0363,1,Shopee,Electronics,0
VN00250,135398966.0,0.5114,656,228705.0,0.1528,4.8,1760,11.32,0.1667,3,Shopee,Food,0
VN00251,38815765.0,0.6791,1061,261974.0,0.2174,3.3,450,13.27,0.0297,3,TikTok Shop,Electronics,0
VN00252,198916652.0,0.3452,293,201035.0,0.1471,4.1,1610,3.64,0.1837,2,TikTok Shop,Fashion,0
VN00253,490834297.0,0.6244,777,112945.0,0.0532,3.7,951,4.78,0.1963,4,Shopee,Food,0
VN00254,216770326.0,-0.3297,483,200780.0,0.1634,4.1,140,10.14,0.0538,2,Shopee,Fashion,0
VN00255,31975244.0,0.673,23,274182.0,0.0624,3.9,238,11.51,0.0836,0,TikTok Shop,Fashion,0
VN00256,69499106.0,-0.2998,27,110730.0,0.1207,4.0,1795,13.99,0.0375,4,Lazada,Electronics,0
VN00257,258442389.0,0.7624,938,115219.0,0.102,4.5,1492,4.19,0.0401,2,TikTok Shop,Beauty,0
VN00258,58776219.0,0.89,937,177541.0,0.1814,4.3,1231,8.01,0.0958,4,TikTok Shop,Home,0
VN00259,139400908.0,0.0176,1090,166764.0,0.1801,4.7,960,2.31,0.0509,4,Lazada,Beauty,0
VN00260,178656503.0,-0.0871,1089,199171.0,0.0736,4.4,454,4.97,0.0893,4,Shopee,Beauty,0
VN00261,49863615.0,0.6067,667,173538.0,0.1168,3.4,357,1.11,0.0769,3,Shopee,Food,0
VN00262,95568706.0,-0.0337,635,217510.0,0.1854,5.0,40,3.35,0.0218,4,Shopee,Electronics,0
VN00263,8789334.0,0.732,210,369871.0,0.1749,3.2,1305,7.34,0.0052,3,Lazada,Food,0
VN00264,46348953.0,-0.2214,431,262812.0,0.1407,4.4,885,2.71,0.0355,5,TikTok Shop,Home,0
VN00265,82687077.0,-0.1926,678,206504.0,0.1957,4.6,1288,12.51,0.0412,4,Shopee,Electronics,0
VN00266,39199032.0,0.8739,162,115456.0,0.1407,4.3,1701,10.09,0.0576,3,Shopee,Beauty,0
VN00267,339949787.0,0.4923,1015,139945.0,0.0404,4.1,283,0.87,0.0298,4,Shopee,Fashion,0
VN00268,34188298.0,0.7086,378,305855.0,0.0296,4.9,1619,12.34,0.0231,0,Shopee,Beauty,0
VN00269,71841053.0,0.0554,416,158857.0,0.1329,4.8,1531,13.69,0.0972,2,Shopee,Beauty,0
VN00270,110227331.0,0.4956,620,123763.0,0.3743,4.2,158,7.28,0.0523,5,Lazada,Electronics,0
VN00271,294548716.0,0.3928,243,573215.0,0.193,4.0,1791,4.75,0.0863,4,Shopee,Beauty,0
VN00272,34041924.0,0.4039,551,430296.0,0.1471,3.8,1585,4.06,0.0755,0,Shopee,Home,0
VN00273,239095309.0,0.5032,282,188674.0,0.0229,3.8,129,1.68,0.2002,2,Shopee,Beauty,0
VN00274,100701857.0,0.3692,1049,116853.0,0.0883,4.2,319,7.14,0.1088,1,TikTok Shop,Fashion,0
VN00275,47863727.0,0.1863,140,288278.0,0.1119,3.4,1622,1.18,0.132,5,TikTok Shop,Electronics,0
VN00276,141325685.0,-0.0051,320,157152.0,0.1531,4.2,1279,7.3,0.0204,5,Shopee,Home,0
VN00277,116022509.0,0.6107,1127,313096.0,0.3301,4.6,1706,3.91,0.0477,4,Lazada,Electronics,0
VN00278,63709060.0,-0.0672,642,157231.0,0.1012,3.9,1178,6.93,0.0775,1,TikTok Shop,Fashion,0
VN00279,105302905.0,0.5154,703,457118.0,0.1674,4.2,1491,6.15,0.1452,2,Lazada,Food,0
VN00280,74851357.0,-0.0583,1052,154915.0,0.1555,4.4,1617,4.62,0.088,2,Shopee,Home,0
VN00281,108812634.0,0.4317,295,654984.0,0.1142,4.4,675,6.56,0.1574,4,Shopee,Fashion,0
VN00282,164200370.0,0.5838,457,221356.0,0.1044,4.1,694,6.9,0.0808,0,Lazada,Food,0
VN00283,328324370.0,-0.0766,851,401175.0,0.1137,5.0,1400,11.75,0.0396,4,TikTok Shop,Fashion,0
VN00284,39493173.0,-0.2751,403,153269.0,0.2101,4.2,727,9.49,0.1255,0,TikTok Shop,Food,0
VN00285,494854843.0,-0.1863,631,104227.0,0.0548,3.5,212,6.35,0.0835,4,TikTok Shop,Food,0
VN00286,23113656.0,0.4075,161,63379.0,0.0367,4.0,380,12.72,0.0113,0,TikTok Shop,Electronics,0
VN00287,89179449.0,0.7118,535,380143.0,0.2072,4.8,1568,10.7,0.2691,3,TikTok Shop,Beauty,0
VN00288,155357257.0,-0.2938,644,207733.0,0.1214,4.8,1431,1.52,0.1345,0,Shopee,Beauty,0
VN00289,123375598.0,0.5677,448,107604.0,0.1738,3.3,737,2.58,0.0349,0,TikTok Shop,Fashion,0
VN00290,62643806.0,0.0766,158,388132.0,0.2131,4.1,1518,1.6,0.0289,2,TikTok Shop,Food,0
VN00291,85489858.0,0.2482,303,357896.0,0.2059,3.9,707,4.8,0.1277,1,Shopee,Beauty,0
VN00292,69043638.0,0.8111,28,400790.0,0.0029,4.6,831,6.38,0.0286,4,Shopee,Fashion,0
VN00293,64229710.0,0.065,271,102755.0,0.166,3.6,369,7.31,0.0419,2,Shopee,Fashion,0
VN00294,188989416.0,0.2317,872,374447.0,0.1578,5.0,1194,11.99,0.0682,1,Lazada,Home,0
VN00295,130614607.0,-0.3329,957,243293.0,0.0636,3.5,140,0.74,0.1852,2,TikTok Shop,Electronics,1
VN00296,59430481.0,-0.248,478,409959.0,0.1955,4.1,290,6.28,0.1453,5,TikTok Shop,Electronics,0
VN00297,196210752.0,-0.0268,284,263383.0,0.0132,3.6,1241,6.05,0.1284,2,TikTok Shop,Food,0
VN00298,125834064.0,-0.3152,1190,218930.0,0.0696,4.5,400,13.29,0.2062,4,Shopee,Beauty,0
VN00299,183852909.0,0.4392,637,376997.0,0.4048,3.2,1411,3.75,0.1061,5,Lazada,Food,0
VN00300,160246150.0,0.183,86,307414.0,0.019,4.1,1326,2.15,0.0049,3,Shopee,Beauty,0
VN00301,53664043.0,0.3352,88,344856.0,0.0375,4.1,1750,2.42,0.1213,2,TikTok Shop,Beauty,0
VN00302,65651054.0,-0.1317,369,157310.0,0.1525,3.8,633,7.52,0.1144,4,Shopee,Beauty,0
VN00303,175030395.0,0.0199,511,184203.0,0.0521,4.8,478,5.78,0.165,0,Shopee,Beauty,0
VN00304,157948202.0,0.4798,1002,84381.0,0.1156,5.0,1759,10.68,0.166,1,Shopee,Beauty,0
VN00305,98377611.0,0.8566,594,151742.0,0.2431,4.0,1470,4.86,0.017,4,Shopee,Home,0
VN00306,109124014.0,-0.287,924,298104.0,0.183,4.3,890,2.23,0.1382,3,TikTok Shop,Home,1
VN00307,260535236.0,0.763,387,266224.0,0.0403,3.9,1441,5.72,0.0206,4,Shopee,Beauty,0
VN00308,64123499.0,0.3711,376,123036.0,0.2191,3.6,1391,12.42,0.0474,4,Shopee,Fashion,0
VN00309,150627888.0,0.3549,107,381236.0,0.1333,3.6,1364,5.97,0.1429,0,Lazada,Fashion,0
VN00310,85870895.0,0.2753,338,887832.0,0.4325,3.7,1382,11.75,0.1571,1,Shopee,Electronics,1
VN00311,84879155.0,-0.2633,398,127853.0,0.1895,4.8,1100,5.52,0.1563,5,Lazada,Beauty,0
VN00312,227823699.0,-0.2377,589,181146.0,0.193,4.4,685,4.3,0.1271,1,Lazada,Fashion,0
VN00313,185592183.0,0.4011,750,147149.0,0.0723,3.7,178,10.96,0.0654,3,Shopee,Electronics,0
VN00314,183942217.0,0.0762,751,191484.0,0.3471,3.8,379,3.32,0.0422,5,Shopee,Fashion,0
VN00315,266027197.0,0.7966,360,230257.0,0.2119,3.7,352,3.63,0.1344,5,TikTok Shop,Electronics,0
VN00316,101518629.0,0.1582,1141,141681.0,0.1636,3.3,894,1.17,0.0198,1,TikTok Shop,Food,0
VN00317,166659727.0,-0.1709,733,174825.0,0.0587,4.5,1173,3.04,0.1715,0,Shopee,Fashion,0
VN00318,79185197.0,0.5434,795,209740.0,0.0955,4.1,1034,5.61,0.0546,3,Shopee,Beauty,0
VN00319,127435991.0,0.0167,1034,254181.0,0.1017,5.0,427,5.89,0.0445,0,TikTok Shop,Beauty,0
VN00320,90638779.0,0.3068,678,418004.0,0.093,3.2,675,6.18,0.0777,0,Shopee,Home,0
VN00321,107472652.0,0.5223,614,199339.0,0.0246,4.6,1250,6.98,0.1937,5,Shopee,Food,0
VN00322,156156266.0,0.7753,25,151612.0,0.1911,4.7,442,8.22,0.0352,4,Lazada,Food,0
VN00323,54099445.0,0.6402,201,284409.0,0.1008,4.7,1492,3.06,0.1837,4,Lazada,Fashion,0
VN00324,479997022.0,0.4955,740,245263.0,0.1474,4.3,66,8.79,0.2365,4,Shopee,Electronics,0
VN00325,46991954.0,0.4995,1053,182332.0,0.1126,4.7,216,5.04,0.0072,5,Shopee,Home,0
VN00326,40199236.0,0.8324,792,255891.0,0.1774,4.4,449,10.41,0.2113,2,TikTok Shop,Food,0
VN00327,238190934.0,0.0198,425,165781.0,0.0757,3.8,754,8.02,0.0254,0,Shopee,Food,0
VN00328,180952843.0,-0.3486,970,154015.0,0.1296,4.0,1513,7.98,0.0286,1,Shopee,Beauty,0
VN00329,159585416.0,-0.0101,599,77679.0,0.3583,4.0,1163,9.75,0.015,3,Lazada,Beauty,0
VN00330,160091988.0,-0.0776,1090,170423.0,0.2215,4.8,216,5.0,0.0813,2,Lazada,Electronics,0
VN00331,99018268.0,0.4773,1066,83178.0,0.1812,4.8,500,6.29,0.122,4,Shopee,Fashion,0
VN00332,50985877.0,0.4421,591,145845.0,0.1651,4.6,1131,8.37,0.1294,5,TikTok Shop,Electronics,0
VN00333,105778032.0,0.3918,1055,268268.0,0.1903,4.2,1427,6.19,0.1295,2,Shopee,Fashion,0
VN00334,60136571.0,-0.3297,1003,94600.0,0.0154,3.2,839,6.5,0.1187,5,Shopee,Home,0
VN00335,207644865.0,0.561,757,182604.0,0.3541,4.6,359,4.18,0.055,2,Shopee,Food,0
VN00336,89496221.0,0.0544,1142,207469.0,0.208,4.6,1178,4.38,0.2581,0,Shopee,Electronics,0
VN00337,53805008.0,0.4813,218,178207.0,0.0989,4.3,1369,9.94,0.0641,0,TikTok Shop,Fashion,0
VN00338,78527593.0,0.3457,1091,157839.0,0.0374,4.4,987,0.56,0.2059,5,TikTok Shop,Home,0
VN00339,136208668.0,0.0784,988,236261.0,0.2569,3.8,349,1.79,0.2156,1,Shopee,Electronics,0
VN00340,65476810.0,-0.1818,954,253229.0,0.1707,4.0,504,13.31,0.1799,3,Shopee,Food,0
VN00341,53937402.0,-0.232,1092,200940.0,0.1951,3.8,1542,3.02,0.0964,3,Shopee,Home,0
VN00342,119971576.0,0.6894,1069,162287.0,0.1312,4.1,855,6.14,0.218,4,TikTok Shop,Beauty,0
VN00343,120086747.0,0.798,1173,309393.0,0.2414,4.6,543,11.97,0.1429,1,Shopee,Food,0
VN00344,68325432.0,0.4622,1096,104259.0,0.0776,4.4,363,0.5,0.0908,3,Shopee,Beauty,0
VN00345,70190341.0,-0.2207,119,283138.0,0.0457,3.7,1124,12.99,0.2128,2,Shopee,Home,1
VN00346,118929026.0,0.1525,267,247669.0,0.2004,5.0,494,1.22,0.3489,2,Shopee,Home,0
VN00347,33731300.0,0.5612,309,221796.0,0.1342,4.3,1429,2.81,0.1235,3,Shopee,Beauty,0
VN00348,34774752.0,0.6248,682,199796.0,0.1906,3.9,753,0.89,0.0991,2,Shopee,Fashion,0
VN00349,58303159.0,-0.2022,1196,78043.0,0.2168,4.0,37,7.51,0.1056,5,TikTok Shop,Home,0
VN00350,85149121.0,-0.35,563,401787.0,0.0961,3.9,1749,13.23,0.198,2,Lazada,Electronics,0
VN00351,126175036.0,0.5402,645,305387.0,0.1373,4.3,193,11.83,0.1324,5,Shopee,Electronics,0
VN00352,302175086.0,0.0957,1105,124157.0,0.0595,3.5,810,9.14,0.0165,4,Shopee,Home,0
VN00353,190134964.0,-0.0319,313,293433.0,0.1255,4.3,1348,3.0,0.1995,2,Shopee,Beauty,0
VN00354,88635774.0,-0.3339,115,220669.0,0.1071,4.6,387,12.24,0.0434,5,Lazada,Beauty,0
VN00355,98516819.0,0.3254,1094,150016.0,0.0268,4.5,110,10.69,0.0122,3,Shopee,Food,0
VN00356,47115047.0,0.7139,346,364360.0,0.1342,4.3,803,4.1,0.129,0,TikTok Shop,Beauty,0
VN00357,98553997.0,0.847,850,161875.0,0.0758,4.5,1328,11.37,0.0643,2,Shopee,Fashion,0
VN00358,80478934.0,0.3572,407,395562.0,0.0791,4.4,950,12.34,0.0747,3,Shopee,Fashion,0
VN00359,127297690.0,0.2931,888,262273.0,0.2607,4.7,928,9.93,0.3879,2,Shopee,Electronics,0
VN00360,53735090.0,-0.2437,395,323929.0,0.1619,4.1,1670,1.86,0.139,1,Shopee,Home,0
VN00361,147525247.0,0.3361,106,268215.0,0.0472,3.7,1593,13.79,0.011,5,Shopee,Electronics,0
VN00362,315463702.0,0.125,461,262070.0,0.0572,4.4,951,1.53,0.2477,4,Shopee,Home,1
VN00363,92104088.0,0.4089,123,223600.0,0.1403,4.7,1100,9.34,0.1093,0,Shopee,Electronics,0
VN00364,135067308.0,0.1359,331,139608.0,0.1398,4.0,1445,1.99,0.0195,5,TikTok Shop,Home,0
VN00365,167686713.0,-0.0496,456,207163.0,0.1848,5.0,854,12.72,0.1283,2,TikTok Shop,Home,0
VN00366,73963675.0,-0.2313,232,317488.0,0.0868,4.4,1620,5.22,0.1063,3,TikTok Shop,Electronics,0
VN00367,118221360.0,0.0436,687,287687.0,0.3421,4.7,1047,7.41,0.0574,0,Shopee,Food,0
VN00368,100880207.0,-0.2292,292,257977.0,0.1233,3.6,1132,2.91,0.0165,2,Shopee,Fashion,0
VN00369,107527488.0,-0.1289,1023,70412.0,0.074,4.6,1566,7.88,0.0472,1,TikTok Shop,Beauty,0
VN00370,55965314.0,0.8842,583,180482.0,0.3358,4.4,709,13.17,0.0812,3,Shopee,Fashion,0
VN00371,101785949.0,0.2051,1024,171246.0,0.1472,5.0,1076,12.67,0.1325,4,Lazada,Beauty,0
VN00372,145182005.0,0.3148,889,115655.0,0.0476,4.5,1281,1.36,0.0501,2,Lazada,Home,0
VN00373,296737274.0,0.742,480,315489.0,0.0847,4.5,467,5.61,0.1238,3,Shopee,Electronics,0
VN00374,205191269.0,0.8945,853,72937.0,0.024,3.8,1351,4.11,0.0776,2,Lazada,Electronics,0
VN00375,502389786.0,0.3784,768,305077.0,0.1345,4.4,975,7.0,0.0398,4,TikTok Shop,Beauty,0
VN00376,56203485.0,0.6656,852,390280.0,0.1614,4.8,1313,11.76,0.1798,1,TikTok Shop,Electronics,0
VN00377,192237180.0,0.0587,44,180788.0,0.177,4.0,805,10.47,0.0812,5,Lazada,Electronics,0
VN00378,114662834.0,0.0322,373,193461.0,0.1254,3.8,705,5.14,0.0063,4,Shopee,Electronics,0
VN00379,516379336.0,0.1534,100,325716.0,0.1458,5.0,39,5.67,0.0763,4,TikTok Shop,Fashion,0
VN00380,54503544.0,0.4906,761,137060.0,0.1217,4.1,1681,9.33,0.0426,4,TikTok Shop,Electronics,0
VN00381,53234041.0,0.5027,327,279397.0,0.0222,4.7,187,3.12,0.0181,5,TikTok Shop,Food,0
VN00382,63748456.0,0.044,379,126892.0,0.0966,4.0,897,1.89,0.166,0,TikTok Shop,Beauty,0
VN00383,20319228.0,-0.1835,919,109237.0,0.1269,4.0,813,3.77,0.204,3,Shopee,Fashion,0
VN00384,67368205.0,0.4405,712,232814.0,0.1459,4.1,1211,2.17,0.0731,2,Shopee,Fashion,0
VN00385,56550834.0,-0.1896,145,198126.0,0.0935,4.5,349,5.25,0.0184,5,Lazada,Home,0
VN00386,111864104.0,0.3731,817,84923.0,0.266,4.8,1255,13.16,0.1319,1,Shopee,Home,0
VN00387,129128292.0,0.5168,803,407443.0,0.1906,3.9,150,2.12,0.0757,2,Shopee,Electronics,0
VN00388,408142987.0,0.5258,365,163185.0,0.1657,4.8,168,11.55,0.0205,0,Shopee,Fashion,0
VN00389,203834282.0,0.5918,194,259196.0,0.192,4.3,703,7.72,0.118,1,Shopee,Fashion,0
VN00390,64832803.0,0.7411,1134,448019.0,0.1543,4.1,1773,9.04,0.2142,0,Shopee,Electronics,0
VN00391,50941527.0,0.2749,788,227249.0,0.2251,4.5,1620,2.8,0.0441,2,Shopee,Beauty,0
VN00392,144521577.0,0.5628,524,379514.0,0.0293,4.9,1392,2.54,0.0808,1,Shopee,Fashion,0
VN00393,37125889.0,0.424,379,130414.0,0.1618,4.5,1313,2.7,0.2277,5,Lazada,Home,0
VN00394,394683239.0,-0.1167,995,408600.0,0.051,3.8,1486,9.51,0.0845,2,Shopee,Electronics,0
VN00395,242031899.0,-0.3179,367,132862.0,0.0604,4.3,73,10.6,0.0366,3,TikTok Shop,Fashion,0
VN00396,70288465.0,0.0057,814,150909.0,0.1018,4.5,1212,12.92,0.096,0,Shopee,Home,0
VN00397,27650354.0,0.2038,1121,97020.0,0.1658,3.9,845,5.88,0.1566,3,Lazada,Food,0
VN00398,275860064.0,0.4214,426,229627.0,0.0478,4.3,1408,6.74,0.0827,3,TikTok Shop,Fashion,0
VN00399,91705702.0,0.7124,749,275258.0,0.1059,3.8,127,6.84,0.315,2,Shopee,Electronics,0
VN00400,252863970.0,-0.1047,995,294609.0,0.2976,4.5,1591,4.14,0.0747,2,Shopee,Home,1
VN00401,30224979.0,-0.1931,132,98146.0,0.1538,4.9,1763,4.93,0.0483,4,TikTok Shop,Fashion,0
VN00402,63749298.0,0.8543,496,242192.0,0.1587,4.2,1662,11.93,0.1892,4,TikTok Shop,Home,0
VN00403,100325732.0,-0.2149,206,246716.0,0.0925,4.6,268,5.14,0.0518,1,Lazada,Electronics,0
VN00404,103515865.0,0.2481,605,273043.0,0.1869,4.7,504,12.23,0.0723,2,Shopee,Fashion,0
VN00405,71303138.0,0.382,604,136439.0,0.0563,4.0,553,4.62,0.0678,0,Lazada,Electronics,0
VN00406,159433497.0,0.3267,673,57374.0,0.1512,4.4,586,5.09,0.175,2,Shopee,Beauty,0
VN00407,44870211.0,-0.2425,121,285855.0,0.2241,4.8,1445,8.06,0.1345,2,Shopee,Fashion,0
VN00408,89810763.0,-0.2787,396,186668.0,0.1218,5.0,38,1.89,0.1046,5,Shopee,Fashion,0
VN00409,109367215.0,-0.2181,797,230988.0,0.0551,4.1,1566,12.95,0.0897,3,Shopee,Home,0
VN00410,146983240.0,0.382,404,191510.0,0.2709,3.6,1442,11.58,0.2416,3,TikTok Shop,Fashion,0
VN00411,170408859.0,0.3304,258,225765.0,0.0456,4.5,1263,9.55,0.2706,4,Lazada,Beauty,0
VN00412,42991734.0,-0.0578,599,290268.0,0.2068,4.3,1107,13.84,0.2351,5,Lazada,Home,0
VN00413,31623604.0,0.4472,883,79339.0,0.1338,4.2,645,0.72,0.0716,1,TikTok Shop,Home,0
VN00414,260537566.0,0.6751,482,355226.0,0.0207,3.9,181,6.05,0.2941,1,Shopee,Food,0
VN00415,128217104.0,-0.298,880,183309.0,0.2622,4.6,439,12.09,0.0657,2,Lazada,Fashion,1
VN00416,57004177.0,0.2727,948,452950.0,0.1786,3.9,39,6.35,0.058,5,TikTok Shop,Food,0
VN00417,319850412.0,0.5116,618,159575.0,0.1585,3.9,986,0.57,0.1536,0,Lazada,Beauty,0
VN00418,108988832.0,-0.0346,1029,142800.0,0.1503,4.1,581,2.63,0.0449,3,Lazada,Fashion,0
VN00419,242005954.0,0.0347,1111,186434.0,0.0928,4.7,585,6.36,0.0645,0,Shopee,Food,0
VN00420,105122707.0,0.417,874,257814.0,0.067,3.5,909,9.52,0.2458,5,Shopee,Food,0
VN00421,468741004.0,0.7724,27,175049.0,0.0205,3.7,297,2.7,0.1905,3,Shopee,Home,0
VN00422,372782475.0,0.6624,313,267335.0,0.182,3.8,1043,6.55,0.0545,5,Lazada,Food,0
VN00423,82910883.0,0.3789,1114,165452.0,0.1079,5.0,696,0.67,0.1875,5,TikTok Shop,Food,0
VN00424,207092935.0,0.5628,1089,204321.0,0.0336,4.3,480,6.95,0.0766,2,TikTok Shop,Fashion,0
VN00425,162149931.0,0.106,801,614323.0,0.0429,3.7,623,12.59,0.0149,1,Shopee,Fashion,0
VN00426,278930629.0,0.4512,163,240057.0,0.0784,4.1,1250,8.56,0.0433,5,Shopee,Home,0
VN00427,48462817.0,0.2327,136,249883.0,0.3066,4.6,427,6.45,0.063,2,Lazada,Fashion,0
VN00428,167172805.0,-0.1126,552,96155.0,0.0127,5.0,950,2.69,0.1356,3,Shopee,Beauty,0
VN00429,221032071.0,0.5272,1194,395199.0,0.04,3.4,1105,3.23,0.2242,5,TikTok Shop,Home,0
VN00430,26720601.0,0.3456,390,342228.0,0.154,3.7,1788,1.53,0.1185,1,Lazada,Beauty,0
VN00431,41142661.0,0.0983,96,140474.0,0.1535,4.0,1522,10.52,0.1989,0,Lazada,Fashion,0
VN00432,21651296.0,0.7892,506,338867.0,0.2526,4.0,1421,1.54,0.1319,0,TikTok Shop,Fashion,0
VN00433,81649387.0,-0.3238,370,236783.0,0.1056,4.0,1427,5.68,0.1255,4,Shopee,Home,0
VN00434,171168103.0,0.0447,939,205501.0,0.1916,4.1,1112,10.62,0.1144,0,TikTok Shop,Food,0
VN00435,308356700.0,-0.2789,1082,382880.0,0.2145,5.0,323,10.12,0.116,4,Shopee,Electronics,0
VN00436,105642476.0,0.6082,1019,155414.0,0.1429,3.6,817,8.3,0.0183,1,TikTok Shop,Electronics,0
VN00437,338983387.0,0.5276,137,139919.0,0.0639,4.3,981,8.21,0.0677,2,Shopee,Fashion,0
VN00438,35495763.0,0.0642,722,222745.0,0.0407,4.5,898,1.72,0.1065,5,TikTok Shop,Beauty,0
VN00439,27853332.0,0.4946,344,261480.0,0.052,3.5,139,2.86,0.0469,5,Lazada,Home,0
VN00440,95854237.0,0.1449,1005,325513.0,0.0811,4.9,1595,7.72,0.1823,2,Lazada,Food,0
VN00441,133291509.0,0.5953,337,186190.0,0.0716,4.1,136,5.2,0.3083,5,Shopee,Fashion,0
VN00442,97511311.0,0.2177,1149,131284.0,0.0295,3.7,1042,0.76,0.0464,1,Shopee,Beauty,0
VN00443,21198022.0,0.1653,784,710898.0,0.0071,5.0,326,11.28,0.0269,5,Shopee,Fashion,0
VN00444,93470830.0,0.8184,1127,116623.0,0.2877,4.5,868,9.33,0.0091,5,Shopee,Electronics,0
VN00445,37567425.0,-0.0364,447,206397.0,0.0755,3.9,1148,4.9,0.2217,1,Shopee,Fashion,0
VN00446,165131785.0,-0.1994,724,296515.0,0.0615,4.6,1772,1.83,0.0979,3,TikTok Shop,Beauty,0
VN00447,131556725.0,0.3807,808,357025.0,0.3134,4.4,1014,8.48,0.1038,0,Shopee,Electronics,0
VN00448,49381685.0,0.8617,726,151209.0,0.1856,3.4,874,5.21,0.1611,0,Shopee,Fashion,0
VN00449,67971551.0,0.1223,1137,78633.0,0.353,3.5,1737,3.95,0.2307,0,TikTok Shop,Electronics,0
VN00450,45154019.0,-0.2725,553,149472.0,0.0704,4.4,1525,10.24,0.0549,4,Shopee,Home,0
VN00451,95342924.0,0.0741,615,308866.0,0.0663,3.3,108,4.93,0.2859,0,Shopee,Beauty,0
VN00452,204556901.0,0.2824,1184,276163.0,0.1107,4.7,1303,2.34,0.1435,5,Shopee,Beauty,0
VN00453,47712571.0,-0.1476,271,280705.0,0.1216,3.5,759,7.0,0.2614,5,TikTok Shop,Home,0
VN00454,145842071.0,0.4726,885,286597.0,0.0211,4.7,368,11.68,0.0747,3,TikTok Shop,Beauty,0
VN00455,67141090.0,0.8972,913,392402.0,0.1585,4.9,86,11.97,0.0978,2,Shopee,Beauty,0
VN00456,55137762.0,0.2147,823,136224.0,0.1205,4.4,949,11.97,0.0676,2,Shopee,Fashion,0
VN00457,92223656.0,0.0934,691,110310.0,0.2576,2.4,176,6.18,0.0918,5,Shopee,Food,1
VN00458,45973158.0,0.1509,285,241649.0,0.2491,4.8,775,11.18,0.0142,4,Shopee,Fashion,0
VN00459,65973455.0,-0.2061,564,118864.0,0.1919,4.0,1070,11.98,0.1501,3,Shopee,Home,0
VN00460,40694015.0,0.7541,1152,106889.0,0.0624,4.2,397,6.7,0.0799,1,TikTok Shop,Home,0
VN00461,436170530.0,0.1685,582,370267.0,0.0207,3.8,738,4.8,0.0899,5,Shopee,Food,0
VN00462,102610176.0,0.1341,1000,227562.0,0.1287,5.0,1242,9.98,0.1931,2,Shopee,Fashion,0
VN00463,59127452.0,0.4746,373,203668.0,0.033,4.3,1697,12.71,0.1833,3,Shopee,Fashion,0
VN00464,117328111.0,0.2025,812,205795.0,0.013,4.0,277,13.62,0.136,1,Shopee,Fashion,0
VN00465,91857954.0,0.4603,901,190409.0,0.0417,4.9,179,4.42,0.0273,4,Shopee,Electronics,0
VN00466,84670076.0,-0.2732,225,369025.0,0.2777,4.6,743,13.41,0.0964,5,Shopee,Electronics,0
VN00467,158398572.0,0.6672,301,94154.0,0.0539,3.6,1266,7.24,0.2385,0,Shopee,Fashion,0
VN00468,176376378.0,0.8256,757,92225.0,0.1221,4.4,246,4.63,0.0478,5,Lazada,Electronics,0
VN00469,67128828.0,0.461,1061,125720.0,0.0384,4.3,1059,13.84,0.0924,3,Lazada,Fashion,0
VN00470,64885603.0,0.8432,1147,232020.0,0.1995,3.5,699,12.35,0.132,5,TikTok Shop,Home,0
VN00471,81304443.0,-0.1607,310,495178.0,0.2397,4.6,890,9.85,0.0867,2,Shopee,Fashion,0
VN00472,17779544.0,0.2468,20,310066.0,0.3533,4.2,1640,12.58,0.0549,4,Shopee,Electronics,0
VN00473,32075617.0,0.4023,564,270012.0,0.0681,5.0,1448,9.7,0.075,5,TikTok Shop,Food,0
VN00474,278563250.0,0.3772,695,192927.0,0.0777,4.9,333,6.45,0.247,3,Shopee,Home,0
VN00475,343166320.0,0.1518,809,103129.0,0.224,4.3,1611,13.3,0.2316,4,Shopee,Beauty,0
VN00476,82906413.0,0.0726,217,259755.0,0.2015,4.2,1464,13.5,0.1764,1,TikTok Shop,Food,0
VN00477,153993003.0,-0.1915,339,552928.0,0.1565,3.2,432,4.74,0.0367,3,Shopee,Food,0
VN00478,126207460.0,0.1397,839,178077.0,0.3645,4.6,889,5.28,0.0339,5,Shopee,Beauty,0
VN00479,1005912178.0,-0.1467,258,151700.0,0.1877,4.2,409,5.67,0.0722,5,Shopee,Home,0
